KEGG ID	UniProt ID	Gene	Protein	# SR in AS	Mean SR - AS minimum distance	cys in AS	# SR in BS	Mean SR - BS minimum distance	cys in BS	# Disulfide bonds	Mean S-S - AS/BS minimum distance	Cofactor	Subsystem	Evidence	Study organism	ecNumber	EC class	BRENDA evidence	BRENDA organism
PP_3151	Q88I50	sad-II	NAD+-dependent succinate semialdehyde dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Glutamate_Metabolism			1.2.1.16	Oxidoreductases		
PP_3164	Q88I37	benD	1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway			1.3.1.25	Oxidoreductases		
PP_3165	Q88I36	benK	Benzoate MFS transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3168	Q88I33	nicP-I	Porin-like protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_3173	Q88I29	nemA	N-ethylmaleimide reductase, FMN-linked	0	0.0	0	0	0.0	0	0	0.0		S_Xenobiotic_tolerance				Unk		
PP_3178	Q88I24	garK	Glycerate kinase	0	0.0	0	0	0.0	0	0	0.0		S_Glyoxylate_and_dicarboxylate_metabolism			2.7.1.165	Transferases		
PP_3187	Q88I15	codB	Cytosine transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3190	Q88I12		Ornithine cyclodeaminase/mu-crystallin family protein	0	0.0	0	0	0.0	0	0	0.0		S_Arginine_and_Proline_Metabolism				Unk		
PP_3219	Q88HY4		Alkansulfonate monooxygenase	0	0.0	0	0	0.0	0	0	0.0		S_Sulfur_Metabolism			1.14.14.5	Oxidoreductases		
PP_3253	Q88HV0		Putative glutamate--cysteine ligase 2	0	0.0	0	0	0.0	0	0	0.0		S_Glutamate_Metabolism			6.3.2.2	Ligases		
PP_3264	Q88HT9	clsB	Cardiolipin synthase B	2	4.97	0	0	0.0	0	0	0.0		S_Glycerophospholipid_Metabolism			2.7.8.-	Transferases		
PP_3270	Q88HT3	paaZ	Oxepin-CoA hydrolase/3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__Phenylacetyl_CoA_Catabolom			3.3.2.12	Hydrolases		
PP_3271	Q88HT2	phaK	Phenylacetic acid-specific porin	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_3272	Q88HT1	actP-III	Cation/acetate symporter ActP	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3279	Q88HS4	paaK	Phenylacetate-coenzyme A ligase	0	0.0	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__Phenylacetyl_CoA_Catabolom AND S_Purine_Metabolism			6.2.1.30	Ligases		
PP_3280	Q88HS3	paaJ	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase	3	3.85	2	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__Phenylacetyl_CoA_Catabolom AND S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway			2.3.1.174	Transferases		
PP_3282	Q88HS1	paaH	3-hydroxyadipyl-CoA dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__Phenylacetyl_CoA_Catabolom			1.1.1.157	Oxidoreductases		
PP_3283	Q88HS0	paaG	1,2-epoxyphenylacetyl-CoA isomerase	0	0.0	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__Phenylacetyl_CoA_Catabolom			5.3.3.18	Isomerases		
PP_3284	Q88HR9	paaF	Enoyl-CoA hydratase-isomerase	0	0.0	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__Phenylacetyl_CoA_Catabolom			4.2.1.17	Lyases		
PP_3285	Q88HR8	paaY	Detoxifying thioesterase of the phenylacetate degradation pathway	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon				Unk		
PP_3303	Q88HQ0		3-oxoacyl-[acyl-carrier-protein] synthase 2	1	4.66	1	0	0.0	0	0	0.0		S_Fatty_Acid__Biosynthesis			2.3.1.179	Transferases		
PP_3311	Q88HP2	kefB-II	Glutathione-regulated potassium/H+ antiporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3320	Q88HN3		Phosphoribosyl-AMP cyclohydrolase	0	0.0	0	0	0.0	0	0	0.0		S_Histidine_Metabolism				Unk		
PP_3322	Q88HN1	hemBB	Delta-aminolevulinic acid dehydratase	0	3.45	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			4.2.1.24	Lyases		
PP_3345	Q88HL1	nikD	Nickel import ATP-binding protein NikD	0	0.0	0	0	0.0	0	0	0.0		S_Transport__ABC_system			7.2.2.11	Translocases		
PP_3346	Q88HL0	nikE	Nickel import ATP-binding protein NikE	0	0.0	0	0	0.0	0	0	0.0		S_Transport__ABC_system			7.2.2.11	Translocases		
PP_3356	Q88HK0	fcs	Feruloyl-CoA-synthetase	0	0.0	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway			6.2.1.34	Ligases		
PP_3357	Q88HJ9	vdh	Vanillin dehydrogenase	0	3.8	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway			1.2.1.67	Oxidoreductases		
PP_3358	Q88HJ8		Hydroxycinnamoyl-CoA hydratase-lyase	0	0.0	0	3	4.46	0	0	0.0		S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway			4.1.2.61	Lyases		
PP_3365	Q877U6		Acetolactate synthase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Pantothenate_and_CoA_Biosynthesis			2.2.1.6	Transferases		
PP_3376	Q88HI1	ptxD	Phosphonate dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Glycolysis			1.1.1.43	Oxidoreductases		
PP_3377	Q88HI0	kguT	2-ketogluconate transporter, putative	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3378	Q88HH9	kguK	2-ketogluconokinase	0	0.0	0	0	0.0	0	0	0.0		S_Glycolysis AND S_Alternate_Carbon__Ascorbate_and_Aldarate_Metabolism			2.7.1.13	Transferases		
PP_3410	Q88HF0	cobM	Precorrin-4 C(11)-methyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			2.1.1.133	Transferases		
PP_3416	Q88HE4	gnuK	Gluconokinase	0	0.0	0	0	0.0	0	0	0.0		S_Glycolysis			2.7.1.12	Transferases		
PP_3417	Q88HE3	gntT	D-gluconate transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3435	Q88HC5		cyclic-guanylate-specific phosphodiesterase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism			3.1.4.52	Hydrolases		
PP_3446	Q88HB4	ilvA-I	L-threonine dehydratase	0	0.0	0	0	0.0	0	0	0.0		S_Glycine__Serine_and_threonine_metabolism			4.3.1.19	Lyases		
PP_3457	Q88HA3	mobA	Molybdenum cofactor guanylyltransferase	0	0.0	0	1	5.52	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Molybdopterin_Biosynthesis			2.7.7.77	Transferases		
PP_3466	Q88H94		ABC efflux transporter, permease/ATP-binding protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__ABC_system				Unk		
PP_3507	Q88H58	cobN	Cobaltochelatase subunit CobN	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			6.6.1.2	Ligases		
PP_3511	Q88H54	ilvE	Branched-chain-amino-acid aminotransferase	0	0.0	0	0	0.0	0	0	0.0		S_Valine__Leucine__and_Isoleucine_Metabolism			2.6.1.42	Transferases		
PP_3530	Q88H35	allE	S-ureidoglycine aminohydrolase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Nucleotide_Metabolism			3.5.3.26	Hydrolases		
PP_3533	Q88H32	ocd	Ornithine cyclodeaminase	0	3.87	0	4	4.95	0	0	0.0		S_Arginine_and_Proline_Metabolism			4.3.1.12	Lyases		
PP_3535	Q88H30		Glutathione hydrolase proenzyme	1	4.61	0	1	5.13	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis			3.4.19.13	Hydrolases		
PP_3537	Q88H28	pobA	4-hydroxybenzoate 3-monooxygenase	0	0.0	0	4	4.78	0	0	0.0		S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway			1.14.13.2	Oxidoreductases		
PP_3540	Q88H25	mvaB	hydroxymethylglutaryl-CoA lyase	0	0.0	0	0	0.0	0	0	0.0		S_Butanoate_Metabolism			4.1.3.4	Lyases		
PP_3553	Q88H12		AMP-binding domain protein	0	0.0	0	0	0.0	0	0	0.0		S_Fatty_Acid__Biosynthesis AND S_Fatty_Acid_Metabolism			6.2.1.44	Ligases		
PP_3554	Q88H11		3-methylmercaptopropionyl-CoA dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Fatty_Acid_Metabolism			1.3.99.41	Oxidoreductases		
PP_3561	Q88H04		Transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__solvent_extrusion				Unk		
PP_3569	Q88GZ6	quiA	Quinate dehydrogenase (Quinone)	0	0.0	0	0	0.0	0	2	0.0		S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway			1.1.5.8	Oxidoreductases		
PP_3570	Q88GZ5	oprB-III	Carbohydrate-selective porin	0	0.0	0	0	0.0	0	1	0.0		S_Transport__Outer_Membrane				Unk		
PP_3578	Q88GY7	pgm	Phosphoglucomutase	0	0.0	0	0	0.0	0	0	0.0		S_Starch_and_Sucrose_Metabolism			5.4.2.2	Isomerases		
PP_3581	Q88GY4		cyclic-guanylate-specific phosphodiesterase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism			3.1.4.52	Hydrolases		
PP_3588	Q88GX9		Bcr/CflA family efflux transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__solvent_extrusion				Unk		
PP_3589	Q88GX8	sdaC	Serine:H+ symport permease, threonine-insensitive	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3590	Q88GX7	amaC	Aminotransferase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__D_Amino_acids_Metabolism AND S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis AND S_Aromatic_Compounds_Degradation__Homogentisate_pathway AND S_Lysine_Metabolism			2.6.1.-	Transferases		
PP_3591	Q88GX6	dpkA	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__D_Amino_acids_Metabolism AND S_Lysine_Metabolism			1.5.1.21	Oxidoreductases		
PP_3596	Q88GX1	amaD	D-lysine oxidase	0	0.0	0	0	0.0	0	0	0.0		S_Lysine_Metabolism				Unk		
PP_3598	Q88GW9		gamma-glutamyl-gamma-aminobutyrate hydrolase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism			3.5.1.94	Hydrolases		
PP_3599	Q88GW8		5-dehydro-4-deoxyglucarate dehydratase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon__Ascorbate_and_Aldarate_Metabolism			4.2.1.41	Lyases		
PP_3600	Q88GW7	gudP	Glucarate transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3601	Q88GW6	garD	Galactarate dehydratase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon__Ascorbate_and_Aldarate_Metabolism			4.2.1.42	Lyases		
PP_3602	Q88GW5		2,5-dioxovalerate dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon__Ascorbate_and_Aldarate_Metabolism			1.2.1.26	Oxidoreductases		
PP_3630	Q88GT7	opdT-II	Tyrosine-specific outer membrane porin D	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_3633	P59308	argC2	N-acetyl-gamma-glutamyl-phosphate reductase 2	1	3.86	1	0	0.0	0	0	0.0		S_Urea_cycleamino_group_metabolism			1.2.1.38	Oxidoreductases		
PP_3648	Q88GS0		Carboxymuconolactone decarboxylase family protein	0	0.0	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway			4.1.1.44	Lyases		
PP_3658	Q88GR0		Aromatic compound MFS transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__solvent_extrusion				Unk		
PP_3664	Q88GQ4	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Glycerophospholipid_Metabolism			2.7.8.8	Transferases		
PP_3666	Q88GQ2		Metabolite MFS transporter, MHS family	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3667	Q88GQ1	creA	Creatinase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism			3.5.3.3	Hydrolases		
PP_3714	Q88GK7	catC	Muconolactone Delta-isomerase	0	0.0	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway			5.3.3.4	Isomerases		
PP_3715	Q88GK6	catB	Muconate cycloisomerase 1	0	3.82	0	0	0.0	0	0	0.0	Mn(2+) (Mn)	S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway			5.5.1.1	Isomerases		
PP_3720	Q88GK1		NAD(P)H quinone oxidoreductase	0	0.0	0	0	0.0	0	0	0.0		S_Oxidative_Phosphorylation AND Unassigned			1.6.5.2	Oxidoreductases		
PP_3721	Q88GK0	aruH	Aminotransferase	0	0.0	0	0	0.0	0	0	0.0		S_Alanine_and_Aspartate_Metabolism AND S_Arginine_and_Proline_Metabolism			2.6.1.-	Transferases		
PP_3722	Q88GJ9	alr	Broad specificity amino-acid racemase	1	4.66	0	2	5.19	0	1	11.37		S_Alternate_Carbon_and_Nitrogen_source__D_Amino_acids_Metabolism AND S_Arginine_and_Proline_Metabolism AND S_Alanine_and_Aspartate_Metabolism AND S_Lysine_Metabolism			5.1.1.10	Isomerases		
PP_3723	A0A140FWH9	aruI	2-ketoarginine decarboxylase AruI	0	0.0	0	0	0.0	0	0	0.0		S_Arginine_and_Proline_Metabolism			4.1.1.75	Lyases		
PP_3726	Q88GJ6		Enoyl-CoA hydratase/isomerase family protein	0	0.0	0	0	0.0	0	0	0.0		S_Fatty_Acid_Metabolism			5.3.3.18	Isomerases		
PP_3727	Q88GJ5	rocE	Amino-acid permease RocE	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3739	A0A140FWI0	galP-IV	Porin-like protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_3740	Q88GI3		Major facilitator family transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3741	Q88GI2	mrdA-I	Peptidoglycan D,D-transpeptidase MrdA	0	3.88	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			3.4.16.4	Hydrolases		
PP_3745	Q88GH8	glcD	Glycolate oxidase, putative FAD-linked subunit	0	0.0	0	0	0.0	0	0	0.0		S_Glyoxylate_and_dicarboxylate_metabolism AND S_Pyruvate_Metabolism AND S_Cell_Envelope_Biosynthesis			1.1.99.14	Oxidoreductases		
PP_3751	Q88GH2		Cyanate transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3754	Q88GH0	bktB	Beta-ketothiolase BktB	3	3.85	2	0	0.0	0	0	0.0		S_Butanoate_Metabolism AND S_Fatty_Acid_Metabolism			2.3.1.9	Transferases		
PP_3755	Q88GG9	hbd	3-hydroxybutyryl-CoA dehydrogenase	0	0.0	0	3	4.66	0	0	0.0		S_Fatty_Acid_Metabolism			1.1.1.157	Oxidoreductases		
PP_3763	Q88GG1		CobF protein	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			2.1.1.152	Transferases		
PP_3790	Q88GD4	dapF	Diaminopimelate epimerase	0	0.0	0	3	4.43	0	0	0.0		S_Lysine_Metabolism			5.1.1.7	Isomerases		
PP_3794	Q88GD0	pbpG	Periplasmic murein D-alanyl-D-alanine endopeptidase	0	4.48	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis				Unk		
PP_3796	Q88GC8	pvdA	L-ornithine 5-monooxygenase	0	0.0	0	0	0.0	0	0	0.0		S_Iron_uptake_and_metabolism			1.14.13.195	Oxidoreductases		
PP_3813	Q88GB1	ribAB-II	3,4-dihydroxy-2-butanone 4-phosphate synthase	0	0.0	0	6	5.92	0	0	0.0	Mn(2+) (Mn) AND Mn(2+) (Mn)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Riboflavin_Metabolism			4.1.99.12	Lyases		
PP_3817	Q88GA7		Polyamine ABC transporter, ATP-binding protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__ABC_system				Unk		
PP_3830	Q88G95	modC	Molybdenum import ATP-binding protein ModC	0	0.0	0	2	6.31	0	0	0.0		S_Transport__ABC_system			7.3.2.5	Translocases		
PP_3844	Q88G81		D-aminopeptidase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Dipeptide_Metabolism AND S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism				Unk		
PP_3846	Q88G79	ramA	(R)-stereoselective amidase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Dipeptide_Metabolism AND Unassigned			3.5.1.100	Hydrolases		
PP_3931	Q88FZ5	yfbS	Transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3939	Q88FY7	nicP	Porin-like protein NicP	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_3940	Q88FY6	nicT	Putative metabolite transport protein NicT	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3941	Q88FY5	nicF	Maleamate amidohydrolase	1	5.67	1	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__Nicotinic_acid_pathway AND S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism			3.5.1.107	Hydrolases		
PP_3943	Q88FY3	nicD	N-formylmaleamate deformylase	1	3.85	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__Nicotinic_acid_pathway			3.5.1.106	Hydrolases		
PP_3944	Q88FY2	nicC	6-hydroxynicotinate 3-monooxygenase	2	4.2	0	4	4.29	1	0	0.0		S_Aromatic_Compounds_Degradation__Nicotinic_acid_pathway			1.14.13.114	Oxidoreductases		
PP_3957	Q88FX0	betT-III	Choline/carnitine/betaine transporter BetTC	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3958	Q88FW9	nhaA2	Na(+)/H(+) antiporter NhaA 2	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3959	Q88FW8		Voltage-gated chloride channel family protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3970	Q88FV8	ybdR	Oxidoreductase, Zn-dependent and NAD(P)-binding	0	0.0	0	0	0.0	0	0	0.0	Zn(2+) (Zn)	S_Formaldehyde_Metabolism				Unk		
PP_3989	Q88FU3		DNA (cytosine-5-)-methyltransferase	1	3.83	1	0	0.0	0	0	0.0		Unassigned			2.1.1.37	Transferases		
PP_3992	Q88FU0	xanP	Xanthine permease	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3999	Q88FT3	cysG	Siroheme synthase	0	3.83	0	4	5.1	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			2.1.1.107	Transferases		
PP_4000	Q88FT2	serS	Serine--tRNA ligase	0	0.0	0	2	4.7	0	0	0.0		S_tRNA_Charging			6.1.1.11	Ligases		
PP_4001	Q88FT1	fluC	Fluoride-specific ion channel FluC	0	0.0	0	1	3.84	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4016	Q88FR7	purB	Adenylosuccinate lyase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism			4.3.2.2	Lyases		
PP_4020	Q88FR3		Oxidoreductase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism				Unk		
PP_4029	Q88FQ8	nudC	NAD-capped RNA hydrolase NudC	0	0.0	0	11	4.57	5	0	0.0	Mn(2+) (Mn) AND Zn(2+) (Zn)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Nicotinamide_Biosynthesis			3.6.1.-	Hydrolases		
PP_4031	Q88FQ6	nhaB	Na(+)/H(+) antiporter NhaB	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4034	Q88FQ3	hyuC	N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 2	0	0.0	0	3	5.81	0	0	0.0	Zn(2+) (Zn)	S_Alternate_Carbon_and_Nitrogen_source__Nucleotide_Metabolism			3.5.1.6	Hydrolases		
PP_4035	Q88FQ2	pydP	PydP transporter, NCS1 nucleoside transporter family	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4036	A0A140FWK2	pydB	D-hydantoinase/dihydropyrimidinase	0	0.0	0	0	0.0	0	0	0.0	Zn(2+) (Zn)	S_Alternate_Carbon_and_Nitrogen_source__Nucleotide_Metabolism			3.5.2.2	Hydrolases		
PP_4043	Q88FP6	gntZ	6-phosphogluconate dehydrogenase, decarboxylating	0	0.0	0	0	0.0	0	0	0.0		S_Pentose_Phosphate_Pathway			1.1.1.44	Oxidoreductases		
PP_4050	Q88FN9	glgA	Glycogen synthase	0	0.0	0	0	0.0	0	0	0.0		S_Starch_and_Sucrose_Metabolism			2.4.1.21	Transferases		
PP_4051	Q88FN8	treZ	Malto-oligosyltrehalose trehalohydrolase	0	3.78	0	0	0.0	0	0	0.0		S_Starch_and_Sucrose_Metabolism			3.2.1.141	Hydrolases		
PP_4052	Q88FN7	malQ	4-alpha-glucanotransferase	0	0.0	0	0	0.0	0	0	0.0		S_Starch_and_Sucrose_Metabolism			2.4.1.25	Transferases		
PP_4053	Q88FN6	treY	Maltooligosyl trehalose synthase	0	0.0	0	0	0.0	0	0	0.0		S_Starch_and_Sucrose_Metabolism			5.4.99.15	Isomerases		
PP_4055	Q88FN4	glgX	Glycogen debranching enzyme	0	0.0	0	0	0.0	0	0	0.0		S_Starch_and_Sucrose_Metabolism			3.2.1.68	Hydrolases		
PP_4058	Q88FN1	glgB	1,4-alpha-glucan branching enzyme GlgB	0	5.82	0	0	0.0	0	0	0.0		S_Starch_and_Sucrose_Metabolism			2.4.1.18	Transferases		
PP_4059	Q88FN0	treSB	Maltokinase	0	0.0	0	0	0.0	0	0	0.0		S_Starch_and_Sucrose_Metabolism			5.4.99.16	Isomerases		
PP_4060	Q88FM9	glgE	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase	0	5.43	0	1	4.36	0	0	0.0		S_Starch_and_Sucrose_Metabolism			2.4.99.16	Transferases		
PP_4063	Q88FM6		Long-chain-fatty-acid-CoA ligase	0	0.0	0	0	0.0	0	0	0.0		S_Valine__Leucine__and_Isoleucine_Metabolism				Unk		
PP_4064	Q88FM5	ivd	Isovaleryl-CoA dehydrogenase, mitochondrial	0	3.85	0	10	5.58	0	0	0.0		S_Valine__Leucine__and_Isoleucine_Metabolism			1.3.8.4	Oxidoreductases		
PP_4066	Q88FM3	liuC	Methylglutaconyl-CoA hydratase	0	0.0	0	0	0.0	0	0	0.0		S_Valine__Leucine__and_Isoleucine_Metabolism			4.2.1.18	Lyases		
PP_4097	Q88FJ8	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	0	0.0	0	0	0.0	0	0	0.0	Mn(2+) (Mn)	S_Glycerophospholipid_Metabolism			2.7.8.5	Transferases		
PP_4103	Q88FJ2		Phosphate transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4106	Q88FI9	gabP-IV	Gamma-aminobutyrate permease	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4108	Q88FI7		2-aminoadipate transaminase	0	0.0	0	1	5.89	0	0	0.0		S_Glutamate_Metabolism AND S_Lysine_Metabolism			2.6.1.39	Transferases		
PP_4138	Q88FF8	chrR	Quinone reductase	0	0.0	0	5	5.78	0	0	0.0		S_Heavy_Metal_Tolerance			1.6.5.2	Oxidoreductases		
PP_4140	A0A140FWL0	ldcC	Lysine decarboxylase	0	0.0	0	0	0.0	0	0	0.0		S_Lysine_Metabolism			4.1.1.19	Lyases		
PP_4144	Q88FF3	gloB	Hydroxyacylglutathione hydrolase	0	0.0	0	5	4.3	0	0	0.0	Zn(2+) (Zn)	S_Pyruvate_Metabolism			3.1.2.6	Hydrolases		
PP_4147	Q88FF0	yejA	Microcin C transporter-periplasmic binding protein	0	0.0	0	0	0.0	0	0	0.0		S_Murein_Recycling				Unk		
PP_4148	Q88FE9		Inner membrane ABC transporter permease protein YejB	0	0.0	0	0	0.0	0	0	0.0		S_Murein_Recycling				Unk		
PP_4149	Q88FE8		Inner membrane ABC transporter permease protein	0	0.0	0	0	0.0	0	0	0.0		S_Murein_Recycling				Unk		
PP_4150	Q88FE7	yejF	ABC-type dipeptide transporter	0	0.0	0	0	0.0	0	0	0.0		S_Murein_Recycling			7.4.2.9	Translocases		
PP_4169	Q88FC9	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	0	3.88	0	2	4.65	0	0	0.0		S_Glycerophospholipid_Metabolism			1.1.1.94	Oxidoreductases		
PP_4174	Q88FC4	fabA	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	1	3.85	0	0	0.0	0	0	0.0		S_Fatty_Acid__Biosynthesis			4.2.1.59	Lyases		
PP_4175	Q88FC3	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis AND S_Fatty_Acid__Biosynthesis			2.3.1.41	Transferases		
PP_4184	Q88FB4	brnQ	Branched-chain amino acid transport system carrier protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4188	Q88FB0	sucB	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	0	0.0	0	0	0.0	0	0	0.0		S_TCA_Cycle AND S_Lysine_Metabolism			2.3.1.61	Transferases		
PP_4194	Q88FA4	gltA	Citrate synthase	1	4.74	0	0	0.0	0	0	0.0		S_TCA_Cycle			2.3.3.1	Transferases		
